Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
7.17,Regular,0.059716729,Fruits and Vegetables,130.9968,Small,Tier 2,Supermarket Type1,2.638511831184794,22
20.85,Regular,0.062224479,Baking Goods,88.1514,Small,Tier 1,Supermarket Type1,2.5307172717849196,29
18.75,Low Fat,0.034360687,Household,215.7218,Medium,Tier 1,Supermarket Type1,2.843543342636788,27
7.5,Low Fat,0.050708743,Canned,123.4072,High,Tier 3,Supermarket Type1,2.740891665220604,39
10.395,Regular,0.036957777,Meat,230.5352,,Tier 2,Supermarket Type1,2.868246871999133,24
12.8,Regular,0.023530953,Meat,223.5404,Small,Tier 1,Supermarket Type1,2.5522241263093877,29
11.65,Regular,0.058681957,Baking Goods,170.4422,High,Tier 3,Supermarket Type1,2.18383891777664,39
20.2,Low Fat,0.064728148,Snack Foods,258.0646,,Tier 2,Supermarket Type1,2.9456739872483393,19
11.35,Regular,0.0,Snack Foods,103.0016,Small,Tier 2,Supermarket Type1,2.6057085270925695,22
8.71,Regular,0.120773451,Canned,186.5924,,Tier 3,Grocery Store,2.2032497533837616,28
8.31,Regular,0.115911972,Snack Foods,177.3028,,Tier 2,Supermarket Type1,2.5775213071422907,24
19.0,Regular,0.10985775,Fruits and Vegetables,188.8214,,Tier 3,Grocery Store,1.9248251221472745,28
7.5,Low Fat,0.050853901,Canned,121.7072,,Tier 2,Supermarket Type1,2.092475388521724,24
6.525,Low Fat,0.090295708,Household,84.6882,Small,Tier 1,Supermarket Type1,2.2252506811270276,29
,Low Fat,0.029084548,Frozen Foods,122.0098,Small,Tier 1,Grocery Store,2.0881800993143598,41
,Low Fat,0.026769592,Household,77.0354,Medium,Tier 3,Supermarket Type3,2.636167436206634,41
6.985,Regular,0.137580452,Meat,182.8608,Medium,Tier 1,Supermarket Type1,2.8238033181391846,27
11.3,Low Fat,0.066816565,Household,192.2478,,Tier 2,Supermarket Type1,2.4634392257028908,24
6.115,Regular,0.01179078,Soft Drinks,189.053,,Tier 3,Grocery Store,2.355834794987476,28
9.5,Regular,0.036921781,Meat,194.2452,,Tier 3,Grocery Store,2.299952617939815,28
15.7,Low Fat,0.122742389,Canned,134.2942,,Tier 2,Supermarket Type1,2.424124506674055,24
16.0,Low Fat,0.089971292,Dairy,143.2154,Small,Tier 1,Supermarket Type1,2.534329506819404,29
13.1,Regular,0.099186992,Frozen Foods,198.7768,Medium,Tier 3,Supermarket Type2,2.737438907066697,17
,Low Fat,0.0,Hard Drinks,39.0164,Medium,Tier 3,Supermarket Type3,2.3837842366316395,41
16.85,low fat,0.036596012,Snack Foods,90.6488,,Tier 2,Supermarket Type1,2.2399978031251555,19
,Low Fat,0.041821227,Soft Drinks,107.628,Small,Tier 1,Grocery Store,1.9546172226848257,41
14.85,Regular,0.016635488,Snack Foods,157.563,,Tier 3,Grocery Store,2.0508325704089088,28
18.2,Low Fat,0.090084098,Fruits and Vegetables,197.211,,Tier 2,Supermarket Type1,2.7362811817640287,24
11.0,Low Fat,0.008960445,Meat,119.1756,Medium,Tier 1,Supermarket Type1,2.5333366247236593,27
21.1,Regular,0.162418495,Fruits and Vegetables,64.9168,,Tier 2,Supermarket Type1,2.2423421366441523,19
15.2,Low Fat,0.056237906,Household,110.7912,,Tier 3,Grocery Store,1.7979327977667137,28
,Low Fat,0.071498575,Hard Drinks,37.7506,Medium,Tier 3,Supermarket Type3,2.305046774723928,41
9.06,Low Fat,0.009791467,Others,213.256,Medium,Tier 1,Supermarket Type1,2.8765011781934944,27
11.5,Low Fat,0.072820885,Fruits and Vegetables,191.253,High,Tier 3,Supermarket Type1,2.7245110847662812,39
11.15,Low Fat,0.073354286,Others,66.8142,Small,Tier 2,Supermarket Type1,2.6418623507453804,22
13.5,Regular,0.068010049,Dairy,57.2562,,Tier 2,Supermarket Type1,2.295274563041689,24
15.1,Regular,0.087406863,Fruits and Vegetables,221.8456,Small,Tier 1,Supermarket Type1,2.2526846054975302,29
8.3,Regular,0.030198228,Baking Goods,98.2384,Medium,Tier 1,Supermarket Type1,2.6121825466410518,27
14.15,Regular,0.024442501,Fruits and Vegetables,196.411,Medium,Tier 1,Supermarket Type1,2.6909878091772423,27
,Low Fat,0.033436336,Household,107.3912,Medium,Tier 3,Supermarket Type3,2.7268937013111105,41
8.365,Regular,0.039844429,Fruits and Vegetables,190.1188,Small,Tier 1,Supermarket Type1,2.570181113868863,29
11.85,Regular,0.055805027,Baking Goods,53.0666,Medium,Tier 1,Supermarket Type1,2.1813698916814563,27
19.6,Low Fat,0.047888606,Health and Hygiene,42.277,Small,Tier 2,Supermarket Type1,2.2273996541557444,22
19.0,Regular,0.065735977,Fruits and Vegetables,189.6214,Medium,Tier 1,Supermarket Type1,2.700241985120618,27
18.25,Low Fat,0.076089711,Snack Foods,212.9218,Medium,Tier 1,Supermarket Type1,2.806339221618149,27
19.85,Regular,0.020908608,Snack Foods,63.5194,Medium,Tier 1,Supermarket Type1,2.2042388676751683,27
12.85,Low Fat,0.030678825,Starchy Foods,251.704,,Tier 2,Supermarket Type1,2.7775182927590123,24
,Low Fat,0.111381428,Frozen Foods,106.7622,Medium,Tier 3,Supermarket Type3,2.7163602608846964,41
19.6,Low Fat,0.039738393,Snack Foods,163.7526,Medium,Tier 3,Supermarket Type2,2.7159023829805884,17
15.7,Regular,0.01903743,Fruits and Vegetables,60.5536,,Tier 2,Supermarket Type1,2.169090641727822,19
13.3,Low Fat,0.06356617,Frozen Foods,151.3708,Small,Tier 1,Supermarket Type1,2.7842481127839376,29
10.395,Low Fat,0.112553853,Snack Foods,59.022,Medium,Tier 3,Supermarket Type2,2.4683927776881522,17
10.5,Regular,0.013493914,Snack Foods,143.7154,Small,Tier 2,Supermarket Type1,2.7338095694564712,22
19.35,Low Fat,0.118102769,Snack Foods,224.8088,Small,Tier 1,Supermarket Type1,2.588157474998731,29
14.1,Low Fat,0.06682033,Snack Foods,198.9084,High,Tier 3,Supermarket Type1,2.882182069758124,39
8.6,Regular,0.040205535,Canned,188.753,Small,Tier 1,Supermarket Type1,3.0551397463629115,29
17.1,Low Fat,0.038816115,Household,166.4842,,Tier 2,Supermarket Type1,2.456569981551042,24
,Regular,0.076348933,Snack Foods,32.8558,Medium,Tier 3,Supermarket Type3,2.2732209911325714,41
20.5,Low Fat,0.032819637,Household,38.9822,Medium,Tier 1,Supermarket Type1,2.3660121821167523,27
15.1,Regular,0.096249842,Meat,134.4942,Medium,Tier 1,Supermarket Type1,2.6048913058685166,27
6.69,Regular,0.0,Meat,176.937,,Tier 2,Supermarket Type1,2.840207783814059,19
,Low Fat,0.0,Soft Drinks,121.044,Medium,Tier 3,Supermarket Type3,2.6451833868920946,41
7.905,Low Fat,0.010003987,Snack Foods,250.7408,High,Tier 3,Supermarket Type1,2.9514296370377693,39
18.0,Low Fat,0.124452048,Frozen Foods,118.5124,Small,Tier 1,Supermarket Type1,2.451289245139773,29
7.84,Regular,0.154363209,Canned,50.835,,Tier 2,Supermarket Type1,2.2243252277262417,19
15.15,Regular,0.066551268,Frozen Foods,144.676,,Tier 2,Supermarket Type1,2.816055951712338,19
15.2,Regular,0.173703549,Fruits and Vegetables,175.8054,,Tier 3,Grocery Store,2.3860599365236586,28
19.85,Low Fat,0.054025644,Seafood,197.2768,Small,Tier 1,Supermarket Type1,2.996702845426704,29
,Low Fat,0.03523927,Baking Goods,231.601,Medium,Tier 3,Supermarket Type3,2.964947646572944,41
7.325,Low Fat,0.093385381,Fruits and Vegetables,91.3146,Small,Tier 1,Supermarket Type1,2.522999171387555,29
5.88,Low Fat,0.024937792,Household,148.4392,,Tier 2,Supermarket Type1,2.5999499073906764,24
10.695,Regular,0.060654268,Breakfast,174.7712,Small,Tier 2,Supermarket Type1,2.7571644158879915,22
,Low Fat,0.06912336,Soft Drinks,106.0938,Medium,Tier 3,Supermarket Type3,2.6955219757894833,41
20.25,LF,0.025953257,Household,179.5976,Small,Tier 1,Supermarket Type1,2.663821325066899,29
8.05,Regular,0.07884393,Fruits and Vegetables,257.0646,,Tier 2,Supermarket Type1,3.1104033365017685,19
11.65,Low Fat,0.033851785,Seafood,112.186,Small,Tier 2,Supermarket Type1,2.3768643822088,22
19.35,Low Fat,0.118342285,Snack Foods,222.6088,,Tier 2,Supermarket Type1,2.55033148152071,24
7.235,Low Fat,0.058121214,Snack Foods,115.8834,Small,Tier 2,Supermarket Type1,2.4692859908143605,22
12.15,Low Fat,0.015457803,Frozen Foods,209.9928,Small,Tier 2,Supermarket Type1,2.918242380535369,22
8.615,low fat,0.116152226,Fruits and Vegetables,94.1436,High,Tier 3,Supermarket Type1,2.497290210593368,39
6.765,Regular,0.087260103,Frozen Foods,105.0306,Small,Tier 1,Supermarket Type1,2.6003642090804164,29
10.3,Regular,0.0111263,Snack Foods,87.254,Small,Tier 1,Supermarket Type1,2.4289965465927597,29
13.15,Regular,0.038167453,Snack Foods,89.4856,,Tier 2,Supermarket Type1,2.4336365523920342,19
8.84,Regular,0.076547632,Frozen Foods,109.5228,Small,Tier 2,Supermarket Type1,2.526055523413569,22
8.26,Regular,0.0,Soft Drinks,122.573,,Tier 2,Supermarket Type1,2.283407095215405,24
20.1,Low Fat,0.074931201,Dairy,108.9228,Medium,Tier 3,Supermarket Type2,2.4012174172709106,17
9.695,Low Fat,0.0,Fruits and Vegetables,185.1898,Small,Tier 2,Supermarket Type1,2.674682697722416,22
18.85,Low Fat,0.16758389,Household,194.6136,Small,Tier 1,Supermarket Type1,2.6875517450897006,29
18.25,Low Fat,0.054318517,Snack Foods,140.9154,Medium,Tier 1,Supermarket Type1,2.989626872187246,27
,Regular,0.060800116,Meat,44.4744,Medium,Tier 3,Supermarket Type3,2.295026492282023,41
5.32,Low Fat,0.0,Health and Hygiene,101.7674,High,Tier 3,Supermarket Type1,2.4053511592080286,39
8.115,reg,0.032152786,Canned,157.3972,Small,Tier 2,Supermarket Type1,2.564292793093607,22
15.1,Low Fat,0.055840055,Household,139.8496,Small,Tier 1,Supermarket Type1,2.4757680639024873,29
8.42,Low Fat,0.070968081,Household,215.9192,,Tier 2,Supermarket Type1,2.5764185288148553,19
9.0,Low Fat,0.081996013,Frozen Foods,216.2534,Small,Tier 2,Supermarket Type1,2.8457519269824516,22
8.18,Regular,0.082737261,Frozen Foods,57.3588,Medium,Tier 3,Supermarket Type2,2.074909631095591,17
,Low Fat,0.011206632,Canned,191.4188,Medium,Tier 3,Supermarket Type3,2.819948258798093,41
15.35,Low Fat,0.014047825,Frozen Foods,36.719,,Tier 2,Supermarket Type1,2.2180856281543515,24
20.6,Regular,0.045982389,Snack Foods,177.0344,High,Tier 3,Supermarket Type1,2.193183550775392,39
9.3,Low Fat,0.042256257,Hard Drinks,124.4388,High,Tier 3,Supermarket Type1,2.5168075663800025,39
19.6,Low Fat,0.0,Health and Hygiene,42.877,Medium,Tier 1,Supermarket Type1,2.246692061756295,27
11.3,Low Fat,0.056424146,Baking Goods,247.8118,Small,Tier 2,Supermarket Type1,2.620414694948878,22
,Low Fat,0.170254469,Snack Foods,124.8704,Medium,Tier 3,Supermarket Type3,2.606116465857714,41
15.3,Regular,0.084749164,Canned,215.5218,Small,Tier 2,Supermarket Type1,2.825369827888205,22
8.235,Low Fat,0.014541462,Health and Hygiene,184.495,,Tier 2,Supermarket Type1,2.806157045027951,19
15.2,Low Fat,0.091763303,Snack Foods,228.5352,Small,Tier 1,Supermarket Type1,2.5578438452483083,29
,low fat,0.069851683,Fruits and Vegetables,110.9912,Medium,Tier 3,Supermarket Type3,2.4528506786483866,41
9.0,Low Fat,0.039004193,Soft Drinks,37.019,,Tier 2,Supermarket Type1,2.2509838192766405,24
9.0,reg,0.05060313,Canned,150.9024,,Tier 2,Supermarket Type1,2.854036871300534,24
15.35,Regular,0.113195815,Fruits and Vegetables,190.8504,Small,Tier 2,Supermarket Type1,2.7873161743290815,22
,Regular,0.134327613,Snack Foods,35.0558,Small,Tier 1,Grocery Store,1.5536895541131548,41
20.1,Regular,0.054584207,Fruits and Vegetables,193.382,Small,Tier 2,Supermarket Type1,2.8413226847290742,22
10.3,Regular,0.018623146,Snack Foods,87.854,,Tier 3,Grocery Store,2.003553989174649,28
12.35,Low Fat,0.093278912,Snack Foods,118.7124,Small,Tier 2,Supermarket Type1,2.673149876824105,22
8.88,Low Fat,0.086957199,Hard Drinks,152.5682,,Tier 2,Supermarket Type1,2.4670487011180193,24
15.85,Low Fat,0.13689554,Breads,176.437,,Tier 3,Grocery Store,2.190099595302969,28
14.1,Low Fat,0.090043082,Canned,140.1496,Medium,Tier 3,Supermarket Type2,2.32262375086143,17
20.25,Low Fat,0.014251461,Household,148.6418,,Tier 2,Supermarket Type1,2.6784039155118133,24
16.5,Low Fat,0.035711426,Health and Hygiene,93.612,Medium,Tier 1,Supermarket Type1,2.511829134540052,27
13.6,Regular,0.043655155,Fruits and Vegetables,156.7946,Small,Tier 1,Supermarket Type1,2.7859768067726627,29
,Regular,0.108568067,Soft Drinks,42.9112,Medium,Tier 3,Supermarket Type3,2.309588831307263,41
20.35,Low Fat,0.090480214,Snack Foods,119.5466,,Tier 3,Grocery Store,1.815158827842929,28
7.275,Low Fat,0.027942357,Snack Foods,145.076,Small,Tier 2,Supermarket Type1,2.517067688100587,22
19.7,Low Fat,0.041730507,Frozen Foods,109.2912,Small,Tier 2,Supermarket Type1,2.6459174466829114,22
,Low Fat,0.099589909,Frozen Foods,109.1886,Medium,Tier 3,Supermarket Type3,2.839425526435466,41
14.15,Low Fat,0.008829806,Household,196.811,Medium,Tier 3,Supermarket Type2,2.8632660600365694,17
19.0,Low Fat,0.067722325,Snack Foods,130.8626,Medium,Tier 3,Supermarket Type2,2.5097121193644587,17
,Low Fat,0.060405784,Baking Goods,234.5616,Medium,Tier 3,Supermarket Type3,3.013252714884041,41
20.5,Low Fat,0.0,Household,37.119,Medium,Tier 3,Supermarket Type2,2.321022174064326,17
6.96,Low Fat,0.077193561,Soft Drinks,89.9146,Small,Tier 1,Supermarket Type1,2.444972896771274,29
15.35,Low Fat,0.013869039,Frozen Foods,62.5168,Medium,Tier 3,Supermarket Type2,2.14456460051946,17
17.1,Low Fat,0.067290244,Household,114.586,,Tier 2,Supermarket Type1,2.511829134540052,24
10.195,Regular,0.146960375,Frozen Foods,142.2838,,Tier 2,Supermarket Type1,2.5313426500148406,24
,Low Fat,0.018632082,Canned,82.9908,Small,Tier 1,Grocery Store,2.176372342838538,41
5.78,Low Fat,0.096536082,Breads,162.8552,Medium,Tier 1,Supermarket Type1,2.7806385361797323,27
6.385,Low Fat,0.084008316,Hard Drinks,108.2596,,Tier 2,Supermarket Type1,2.422598457223711,24
,Low Fat,0.005638944,Baking Goods,184.9924,Medium,Tier 3,Supermarket Type3,2.736715730591859,41
9.3,Low Fat,0.01601936,Dairy,248.5092,Small,Tier 2,Supermarket Type1,2.9950121780899117,22
13.65,Regular,0.13187274,Dairy,188.024,,Tier 3,Grocery Store,2.2859684212618046,28
9.195,LF,0.114863923,Frozen Foods,59.0246,Small,Tier 2,Supermarket Type1,2.5615428646392946,22
9.17,Low Fat,0.103138922,Baking Goods,141.747,Medium,Tier 1,Supermarket Type1,2.721135656660039,27
12.6,Low Fat,0.056191301,Seafood,53.2982,,Tier 2,Supermarket Type1,2.282376908192681,24
14.85,Low Fat,0.01867669,Canned,188.7214,,Tier 2,Supermarket Type1,2.8162336937523293,19
19.35,Regular,0.021578923,Fruits and Vegetables,120.5098,,Tier 2,Supermarket Type1,2.5535196434112843,19
18.7,Low Fat,0.0,Soft Drinks,52.2324,Small,Tier 2,Supermarket Type1,2.1563046173733493,22
5.46,Regular,0.032242661,Canned,187.624,,Tier 2,Supermarket Type1,2.7775182927590123,24
8.785,Low Fat,0.025962714,Fruits and Vegetables,120.9414,Small,Tier 2,Supermarket Type1,2.577741466989044,22
12.6,Low Fat,0.096407554,Snack Foods,210.8612,,Tier 2,Supermarket Type1,2.7577137066520807,24
8.76,Low Fat,0.050256604,Health and Hygiene,127.3336,Medium,Tier 3,Supermarket Type2,2.682921954128099,17
12.3,Regular,0.058234621,Snack Foods,58.7562,,Tier 2,Supermarket Type1,2.2212207643751056,24
19.6,Low Fat,0.023931217,Household,103.1964,High,Tier 3,Supermarket Type1,2.282376908192681,39
8.155,Regular,0.033692089,Frozen Foods,76.2354,Medium,Tier 3,Supermarket Type2,2.4454506016890636,17
,Regular,0.023417004,Meat,223.8404,Medium,Tier 3,Supermarket Type3,3.035123090088727,41
7.97,Low Fat,0.034647829,Soft Drinks,171.2422,,Tier 2,Supermarket Type1,2.732055436969865,19
18.85,Low Fat,0.142219209,Canned,167.6132,Medium,Tier 3,Supermarket Type2,2.499208573897594,17
11.1,Low Fat,0.11089655,Fruits and Vegetables,191.5846,,Tier 2,Supermarket Type1,2.602119855431991,24
9.6,Low Fat,0.006708517,Household,164.6184,Medium,Tier 1,Supermarket Type1,2.717274399156848,27
9.27,Low Fat,0.103419257,Dairy,148.105,,Tier 3,Grocery Store,1.870427110353399,28
13.35,Low Fat,0.032180494,Meat,61.2194,Small,Tier 1,Supermarket Type1,2.136070574494749,29
11.3,Regular,0.066717378,Frozen Foods,260.8962,Small,Tier 2,Supermarket Type1,2.894048960841839,22
19.0,Low Fat,0.128814669,Snack Foods,107.6622,,Tier 2,Supermarket Type1,2.416944623359611,19
12.3,Low Fat,0.111500259,Baking Goods,35.6874,,Tier 2,Supermarket Type1,2.32262375086143,24
6.425,Low Fat,0.010497273,Canned,118.3808,,Tier 2,Supermarket Type1,2.698568599080306,19
11.5,Regular,0.020653603,Dairy,84.954,Medium,Tier 3,Supermarket Type2,2.328953904419685,17
5.19,Low Fat,0.042687151,Frozen Foods,195.911,Medium,Tier 1,Supermarket Type1,2.714295540937863,27
12.15,Low Fat,0.021705417,Breads,163.5184,High,Tier 3,Supermarket Type1,2.7357010308411818,39
15.25,Low Fat,0.026651184,Snack Foods,86.6198,Medium,Tier 1,Supermarket Type1,2.5259286911108627,27
11.8,Regular,0.106968096,Dairy,221.6772,High,Tier 3,Supermarket Type1,2.733079638451537,39
15.7,Regular,0.030686952,Snack Foods,253.4724,,Tier 2,Supermarket Type1,2.4967402071033096,24
16.75,Regular,0.008191729,Canned,103.5674,Small,Tier 1,Supermarket Type1,2.5206897798321575,29
10.8,Regular,0.048218142,Baking Goods,42.2138,Medium,Tier 1,Supermarket Type1,2.2640724411389366,27
11.8,Regular,0.107036943,Dairy,220.3772,Small,Tier 2,Supermarket Type1,2.8576894510986484,22
,Low Fat,0.032381325,Meat,166.1842,Medium,Tier 3,Supermarket Type3,2.932629066463503,41
7.81,Regular,0.034043503,Snack Foods,168.7158,Medium,Tier 1,Supermarket Type1,2.6815888234782963,27
11.1,Regular,0.036027524,Frozen Foods,177.2712,Small,Tier 1,Supermarket Type1,2.7571644158879915,29
12.85,Low Fat,0.0,Frozen Foods,38.3164,Small,Tier 2,Supermarket Type1,2.1756518086238636,22
10.5,Regular,0.02498633,Fruits and Vegetables,216.7508,Small,Tier 2,Supermarket Type1,2.7248097104314972,22
6.135,Low Fat,0.115032406,Soft Drinks,161.0236,Small,Tier 1,Supermarket Type1,2.4478293793654022,29
,Low Fat,0.068765925,Breads,216.9166,Medium,Tier 3,Supermarket Type3,2.850133431703645,41
,Low Fat,0.006727008,Others,125.173,Medium,Tier 3,Supermarket Type3,2.7427492716405113,41
9.3,Low Fat,0.016087659,Dairy,249.6092,Medium,Tier 3,Supermarket Type2,2.9651954793773347,17
16.6,Low Fat,0.0,Frozen Foods,54.6614,,Tier 2,Supermarket Type1,2.335165863050386,19
8.51,Low Fat,0.051936086,Household,142.947,Small,Tier 2,Supermarket Type1,2.721135656660039,22
8.645,Low Fat,0.1442339,Health and Hygiene,95.441,,Tier 2,Supermarket Type1,2.7512106169384842,19
8.6,Regular,0.05443912,Breads,128.831,High,Tier 3,Supermarket Type1,2.3826406592185774,39
,Low Fat,0.033059299,Fruits and Vegetables,196.4768,Medium,Tier 3,Supermarket Type3,2.9851982958549645,41
14.5,Low Fat,0.089778187,Health and Hygiene,158.4604,Small,Tier 1,Supermarket Type1,2.6840846516790915,29
6.65,Low Fat,0.053372768,Canned,149.5734,Medium,Tier 1,Supermarket Type1,2.6623319061692943,27
20.1,Regular,0.022406575,Fruits and Vegetables,225.9036,High,Tier 3,Supermarket Type1,2.7873161743290815,39
15.25,Regular,0.065896556,Snack Foods,179.266,Small,Tier 1,Supermarket Type1,2.4815595004062714,29
17.7,Low Fat,0.088305201,Dairy,182.3292,,Tier 2,Supermarket Type1,2.836957133914265,19
7.075,Low Fat,0.022566975,Frozen Foods,97.3068,Small,Tier 1,Supermarket Type1,2.441771384502172,29
11.5,Low Fat,0.0,Fruits and Vegetables,129.3652,High,Tier 3,Supermarket Type1,2.5966187448937728,39
5.82,Regular,0.077756427,Fruits and Vegetables,254.533,,Tier 2,Supermarket Type1,2.446086527178535,19
8.785,Low Fat,0.020609218,Soft Drinks,155.1656,Medium,Tier 1,Supermarket Type1,2.821471322571435,27
5.465,Regular,0.0,Baking Goods,129.1626,Small,Tier 1,Supermarket Type1,2.7901079466322214,29
,Low Fat,0.013066448,Household,140.9154,Medium,Tier 3,Supermarket Type3,2.6060145230664684,41
,reg,0.135118202,Frozen Foods,52.564,Medium,Tier 3,Supermarket Type3,2.630193978532356,41
15.7,Regular,0.030624844,Snack Foods,252.2724,Small,Tier 1,Supermarket Type1,2.4404825088319924,29
7.39,low fat,0.092705683,Household,251.9066,High,Tier 3,Supermarket Type1,2.8429338712785124,39
,Low Fat,0.042941559,Breads,102.9332,Small,Tier 1,Grocery Store,1.7838488960936763,41
6.8,Low Fat,0.03748996,Baking Goods,48.6034,Small,Tier 2,Supermarket Type1,2.0328355062988726,22
,Regular,0.025795293,Snack Foods,80.2302,Medium,Tier 3,Supermarket Type3,2.6078452369916896,41
11.5,Low Fat,0.046115083,Snack Foods,120.2124,Small,Tier 2,Supermarket Type1,2.503014659586832,22
17.6,Regular,0.053170949,Starchy Foods,45.606,Small,Tier 2,Supermarket Type1,2.5385191522963324,22
7.75,Regular,0.082915017,Frozen Foods,34.9558,Small,Tier 2,Supermarket Type1,2.2449591662055,22
,Low Fat,0.082028694,Baking Goods,148.6076,Medium,Tier 3,Supermarket Type3,2.819243359614496,41
18.6,Low Fat,0.076975118,Snack Foods,161.8236,Medium,Tier 1,Supermarket Type1,2.517067688100587,27
5.73,Low Fat,0.045371855,Soft Drinks,86.0882,Small,Tier 1,Supermarket Type1,2.4042775802410965,29
12.15,Low Fat,0.028642712,Household,149.0708,Medium,Tier 1,Supermarket Type1,2.4269888276816722,27
5.44,Regular,0.017047751,Baking Goods,174.637,High,Tier 3,Supermarket Type1,2.720381565831734,39
17.7,Regular,0.042562588,Frozen Foods,165.021,,Tier 2,Supermarket Type1,2.7659297543411734,24
,LF,0.181769264,Others,240.6196,Medium,Tier 3,Supermarket Type3,2.868142634654562,41
12.1,Low Fat,0.016812745,Hard Drinks,180.666,High,Tier 3,Supermarket Type1,2.83174683562621,39
8.355,Low Fat,0.0,Canned,145.6418,High,Tier 3,Supermarket Type1,2.761741255430865,39
6.26,reg,0.016516867,Meat,151.1366,,Tier 3,Grocery Store,2.148133969335458,28
15.75,Low Fat,0.134960397,Household,101.37,High,Tier 3,Supermarket Type1,2.601397946455143,39
5.905,low fat,0.045614252,Canned,221.5456,High,Tier 3,Supermarket Type1,3.016341060417551,39
16.0,Low Fat,0.099136036,Household,210.3902,Small,Tier 1,Supermarket Type1,2.4918911301992623,29
20.25,Low Fat,0.014222617,Household,148.9418,Small,Tier 1,Supermarket Type1,2.7764727364407493,29
5.175,Low Fat,0.037457098,Canned,83.4224,Medium,Tier 1,Supermarket Type1,2.4838498285953836,27
9.0,Low Fat,0.079279489,Canned,77.2644,High,Tier 3,Supermarket Type1,2.4587215059915364,39
15.6,Regular,0.045835395,Snack Foods,168.2132,Medium,Tier 1,Supermarket Type1,2.6411203584844687,27
5.175,Regular,0.029616108,Snack Foods,107.7622,Medium,Tier 3,Supermarket Type2,2.5878363835423515,17
,Low Fat,0.0,Health and Hygiene,175.4028,Medium,Tier 3,Supermarket Type3,3.0095469856669017,41
18.7,Low Fat,0.0576269,Dairy,83.3566,Medium,Tier 1,Supermarket Type1,2.562691179323752,27
17.6,Low Fat,0.015687045,Household,182.6976,Small,Tier 1,Supermarket Type1,2.767472327496256,29
18.2,Low Fat,0.162960415,Health and Hygiene,43.5086,High,Tier 3,Supermarket Type1,2.3916836212748116,39
13.15,Low Fat,0.024651269,Household,179.5686,Small,Tier 1,Supermarket Type1,2.478096018345894,29
8.6,Regular,0.091195818,Breads,130.231,,Tier 3,Grocery Store,1.8372671088520012,28
,Regular,0.058542509,Fruits and Vegetables,168.6448,Medium,Tier 3,Supermarket Type3,2.7642461855689127,41
20.35,Low Fat,0.089608321,Dairy,262.1594,Medium,Tier 1,Supermarket Type1,2.735991213943004,27
7.39,Low Fat,0.067766896,Health and Hygiene,140.6812,Small,Tier 2,Supermarket Type1,2.7931313800485698,22
19.6,Low Fat,0.041355366,Household,88.7514,Medium,Tier 1,Supermarket Type1,2.6794125413484617,27
16.25,LF,0.145913308,Dairy,95.441,,Tier 3,Grocery Store,1.9307130123493916,28
6.28,Low Fat,0.027748176,Soft Drinks,86.5198,Medium,Tier 1,Supermarket Type1,2.4722471427778303,27
9.395,Low Fat,0.159201868,Soft Drinks,226.072,High,Tier 3,Supermarket Type1,2.7852734304398807,39
7.72,Low Fat,0.052274691,Fruits and Vegetables,79.1986,,Tier 2,Supermarket Type1,2.298482526822706,19
12.65,Low Fat,0.042175992,Household,106.4938,High,Tier 3,Supermarket Type1,2.6545272494914247,39
,Low Fat,0.057933643,Meat,175.1738,Small,Tier 1,Grocery Store,2.0779102563973364,41
16.75,Low Fat,0.0,Breads,88.7856,,Tier 2,Supermarket Type1,2.3613686920628107,24
15.5,Regular,0.026280116,Fruits and Vegetables,102.3332,High,Tier 3,Supermarket Type1,2.347677175182878,39
8.88,Low Fat,0.086916126,Hard Drinks,153.3682,Medium,Tier 1,Supermarket Type1,2.430992715738499,27
18.25,Low Fat,0.075347426,Snack Foods,126.3046,,Tier 2,Supermarket Type1,2.286478283873207,24
8.935,Low Fat,0.040410039,Frozen Foods,52.9298,,Tier 2,Supermarket Type1,2.195222782296167,19
16.0,Low Fat,0.09911729,Household,210.7902,Small,Tier 2,Supermarket Type1,2.85870420884786,22
19.7,LF,0.053439522,Fruits and Vegetables,55.093,Medium,Tier 3,Supermarket Type2,2.3768643822088,17
20.6,Low Fat,0.023448504,Fruits and Vegetables,93.9778,Small,Tier 2,Supermarket Type1,2.6990474508317277,22
19.25,Low Fat,0.108030434,Household,32.4558,Small,Tier 1,Supermarket Type1,1.7823968365869443,29
14.15,Regular,0.024404558,Fruits and Vegetables,198.311,Small,Tier 1,Supermarket Type1,2.6661749572944133,29
6.63,Regular,0.010961483,Snack Foods,58.2588,,Tier 2,Supermarket Type1,2.074909631095591,24
11.8,Regular,0.026358005,Canned,39.6138,Small,Tier 1,Supermarket Type1,2.0910504784199673,29
,Low Fat,0.03627089,Breads,85.9566,Small,Tier 1,Grocery Store,1.8989878603338173,41
12.85,Low Fat,0.137227848,Snack Foods,155.563,Small,Tier 1,Supermarket Type1,2.8393695931448355,29
11.6,Regular,0.144832027,Dairy,239.8222,,Tier 2,Supermarket Type1,2.825601387116785,19
,Regular,0.029157849,Frozen Foods,97.0726,Small,Tier 1,Grocery Store,2.0345707545100593,41
12.15,Regular,0.058756205,Fruits and Vegetables,161.0552,,Tier 2,Supermarket Type1,2.764516039263828,19
