Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
,Low Fat,0.118872194,Meat,188.353,Medium,Tier 3,Supermarket Type3,5313.084,41
8.42,Low Fat,0.070968081,Household,215.9192,,Tier 2,Supermarket Type1,1941.4728,19
16.0,LF,0.060797393,Starchy Foods,223.8404,High,Tier 3,Supermarket Type1,3600.6464,39
,Low Fat,0.052085615,Meat,242.8512,Medium,Tier 3,Supermarket Type3,5816.4288,41
16.85,Low Fat,0.233356571,Snack Foods,146.576,,Tier 3,Grocery Store,439.428,28
6.035,Regular,0.065729039,Baking Goods,188.324,High,Tier 3,Supermarket Type1,1491.392,39
11.35,Regular,0.00552947,Fruits and Vegetables,169.279,Small,Tier 2,Supermarket Type1,2376.906,22
6.215,Low Fat,0.012173543,Fruits and Vegetables,36.4848,,Tier 2,Supermarket Type1,447.4176,24
15.85,Low Fat,0.043234574,Starchy Foods,38.3164,Small,Tier 1,Supermarket Type1,540.6296,29
,Regular,0.031116081,Canned,55.264,Medium,Tier 3,Supermarket Type3,1544.656,41
,Low Fat,0.035574413,Fruits and Vegetables,131.4284,Medium,Tier 3,Supermarket Type3,5404.9644,41
10.695,Regular,0.127620811,Dairy,119.244,High,Tier 3,Supermarket Type1,3475.476,39
18.75,Low Fat,0.023876985,Dairy,97.4042,Medium,Tier 1,Supermarket Type1,2281.6966,27
8.655,Regular,0.088178053,Snack Foods,122.6756,Small,Tier 2,Supermarket Type1,2302.3364,22
,Low Fat,0.016653022,Meat,139.518,Medium,Tier 3,Supermarket Type3,2936.178,41
,Low Fat,0.033725743,Snack Foods,211.6902,Medium,Tier 3,Supermarket Type3,4247.804,41
6.92,Low Fat,0.038446805,Dairy,63.5852,Small,Tier 2,Supermarket Type1,751.0224,22
,Low Fat,0.044248175,Snack Foods,126.202,Medium,Tier 3,Supermarket Type3,3668.558,41
8.06,Low Fat,0.021358889,Breakfast,232.3326,High,Tier 3,Supermarket Type1,2541.3586,39
7.855,Regular,0.161875063,Baking Goods,35.6848,,Tier 2,Supermarket Type1,335.5632,24
7.935,Low Fat,0.031801103,Household,261.591,,Tier 2,Supermarket Type1,3155.892,24
,Low Fat,0.050692386,Household,125.6678,Medium,Tier 3,Supermarket Type3,4832.3764,41
20.25,Regular,0.014816356,Dairy,194.1162,Medium,Tier 1,Supermarket Type1,3848.324,27
16.75,Low Fat,0.104768536,Snack Foods,155.163,High,Tier 3,Supermarket Type1,2972.797,39
9.0,reg,0.05060313,Canned,150.9024,,Tier 2,Supermarket Type1,4402.2696,24
,Low Fat,0.073077197,Health and Hygiene,34.3216,Small,Tier 1,Grocery Store,34.6216,41
20.2,Regular,0.096709408,Meat,175.8028,,Tier 2,Supermarket Type1,3896.2616,24
15.0,Low Fat,0.119374946,Snack Foods,229.3694,Medium,Tier 3,Supermarket Type2,5024.1268,17
20.1,Regular,0.054584207,Fruits and Vegetables,193.382,Small,Tier 2,Supermarket Type1,4247.804,22
15.35,Low Fat,0.073269336,Soft Drinks,92.112,Small,Tier 2,Supermarket Type1,1118.544,22
,Low Fat,0.061082177,Canned,180.0344,Small,Tier 1,Grocery Store,892.172,41
7.825,Low Fat,0.133281968,Meat,63.2826,,Tier 3,Grocery Store,129.1652,28
,Low Fat,0.253947823,Health and Hygiene,223.8404,Small,Tier 1,Grocery Store,675.1212,41
18.25,Regular,0.183260221,Dairy,108.557,Small,Tier 2,Supermarket Type1,1208.427,22
15.1,Low Fat,0.095140088,Baking Goods,159.9604,Small,Tier 2,Supermarket Type1,2852.2872,22
7.68,Low Fat,0.152865879,Health and Hygiene,84.9224,,Tier 2,Supermarket Type1,1619.2256,24
20.25,Regular,0.012063121,Canned,183.5924,,Tier 2,Supermarket Type1,2406.2012,19
9.42,Regular,0.044151435,Frozen Foods,61.5194,,Tier 2,Supermarket Type1,866.8716,19
12.35,Regular,0.038578501,Fruits and Vegetables,109.557,,Tier 2,Supermarket Type1,1757.712,24
,Regular,0.074620291,Dairy,120.1782,Small,Tier 1,Grocery Store,357.5346,41
9.3,Low Fat,0.042357203,Hard Drinks,123.2388,Medium,Tier 1,Supermarket Type1,1857.582,27
17.85,Low Fat,0.018052019,Health and Hygiene,96.6094,Medium,Tier 1,Supermarket Type1,856.8846,27
,Low Fat,0.014153743,Household,145.6418,Medium,Tier 3,Supermarket Type3,3825.6868,41
7.68,Low Fat,0.153177941,Health and Hygiene,85.2224,Medium,Tier 3,Supermarket Type2,1278.336,17
,Low Fat,0.166572501,Household,176.1712,Medium,Tier 3,Supermarket Type3,3691.1952,41
,Low Fat,0.090596378,Others,106.6938,Medium,Tier 3,Supermarket Type3,2251.0698,41
8.51,Low Fat,0.052051256,Household,142.247,,Tier 2,Supermarket Type1,2004.058,24
,Regular,0.049381406,Baking Goods,226.8062,Medium,Tier 3,Supermarket Type3,4739.8302,41
15.7,Regular,0.11454343,Canned,113.7202,Small,Tier 2,Supermarket Type1,3263.0858,22
,Regular,0.067543727,Dairy,57.2562,Medium,Tier 3,Supermarket Type3,2073.967,41
7.075,Low Fat,0.03777249,Frozen Foods,98.0068,,Tier 3,Grocery Store,291.6204,28
,Regular,0.144338493,Fruits and Vegetables,172.108,Medium,Tier 3,Supermarket Type3,4327.7,41
19.35,Regular,0.065520388,Meat,168.3816,Small,Tier 1,Supermarket Type1,1342.2528,29
,Low Fat,0.079046992,Health and Hygiene,39.8506,Medium,Tier 3,Supermarket Type3,1480.0734,41
20.2,Low Fat,0.01181025,Household,154.634,High,Tier 3,Supermarket Type1,4287.752,39
,Regular,0.047570401,Frozen Foods,125.7362,Medium,Tier 3,Supermarket Type3,3020.0688,41
16.25,Low Fat,0.0,Household,115.2176,,Tier 2,Supermarket Type1,3206.4928,19
13.35,Low Fat,0.0,Dairy,75.7012,,Tier 2,Supermarket Type1,1442.1228,19
13.6,Regular,0.049579883,Frozen Foods,110.0912,Small,Tier 2,Supermarket Type1,1965.4416,22
6.095,Low Fat,0.081196619,Others,141.4154,Small,Tier 1,Supermarket Type1,1418.154,29
12.35,Low Fat,0.164196823,Household,120.5124,Medium,Tier 1,Supermarket Type1,2133.2232,27
5.46,Regular,0.03217132,Canned,184.824,Small,Tier 2,Supermarket Type1,4287.752,22
18.35,Low Fat,0.148938624,Household,191.9504,,Tier 3,Grocery Store,767.0016,28
10.0,Regular,0.037977917,Snack Foods,128.6994,,Tier 2,Supermarket Type1,642.497,19
20.35,Regular,0.014822802,Fruits and Vegetables,234.0958,Small,Tier 2,Supermarket Type1,2570.6538,22
7.72,Regular,0.147904328,Fruits and Vegetables,116.6466,,Tier 3,Grocery Store,117.8466,28
19.75,Low Fat,0.014301326,Household,103.0332,Small,Tier 1,Supermarket Type1,1230.3984,29
,Regular,0.054220618,Breads,129.131,Medium,Tier 3,Supermarket Type3,4933.578,41
19.35,Low Fat,0.118342285,Snack Foods,222.6088,,Tier 2,Supermarket Type1,1789.6704,24
18.35,Regular,0.092150005,Frozen Foods,184.8266,High,Tier 3,Supermarket Type1,3872.9586,39
21.25,Low Fat,0.155694794,Snack Foods,177.637,,Tier 2,Supermarket Type1,2999.429,24
8.615,low fat,0.116152226,Fruits and Vegetables,94.1436,High,Tier 3,Supermarket Type1,1512.6976,39
8.8,Low Fat,0.071369947,Snack Foods,209.1612,High,Tier 3,Supermarket Type1,2090.612,39
6.15,Low Fat,0.046262201,Baking Goods,97.8384,Small,Tier 2,Supermarket Type1,2069.3064,22
12.1,Low Fat,0.11487406,Baking Goods,221.4114,Small,Tier 1,Supermarket Type1,5099.3622,29
10.195,Low Fat,0.107307677,Snack Foods,149.8076,High,Tier 3,Supermarket Type1,2217.114,39
10.1,Low Fat,0.030269774,Health and Hygiene,152.4656,,Tier 2,Supermarket Type1,2934.8464,24
20.35,Regular,0.014813268,Fruits and Vegetables,234.9958,High,Tier 3,Supermarket Type1,5842.395,39
10.5,Low Fat,0.048009081,Hard Drinks,157.0946,Small,Tier 2,Supermarket Type1,2209.1244,22
10.8,Low Fat,0.083016832,Dairy,193.4504,,Tier 2,Supermarket Type1,2876.256,19
16.25,Low Fat,0.057629899,Fruits and Vegetables,123.9046,Medium,Tier 3,Supermarket Type2,1120.5414,17
18.25,Regular,0.184041545,Dairy,110.157,Medium,Tier 3,Supermarket Type2,1867.569,17
20.75,Low Fat,0.025272781,Health and Hygiene,146.6734,,Tier 2,Supermarket Type1,445.4202,19
,Low Fat,0.032516546,Canned,188.8214,Small,Tier 1,Grocery Store,753.6856,41
9.8,reg,0.072863893,Snack Foods,118.6098,Small,Tier 2,Supermarket Type1,843.5686,22
15.35,Low Fat,0.015676231,Others,144.047,Small,Tier 1,Supermarket Type1,286.294,29
10.3,Regular,0.058918844,Fruits and Vegetables,191.653,Medium,Tier 1,Supermarket Type1,5313.084,27
17.35,Regular,0.02758789,Canned,86.1856,High,Tier 3,Supermarket Type1,703.0848,39
12.65,Low Fat,0.116203156,Meat,53.5324,,Tier 3,Grocery Store,415.4592,28
7.725,Low Fat,0.029117482,Household,123.0414,Medium,Tier 1,Supermarket Type1,1583.9382,27
19.7,Low Fat,0.077899109,Baking Goods,177.766,Small,Tier 2,Supermarket Type1,2696.49,22
17.7,Low Fat,0.174340475,Fruits and Vegetables,116.6834,Small,Tier 2,Supermarket Type1,3570.6854,22
8.71,Regular,0.120773451,Canned,186.5924,,Tier 3,Grocery Store,555.2772,28
9.0,Regular,0.069088961,Breakfast,56.3614,Small,Tier 1,Supermarket Type1,1547.3192,29
,Low Fat,0.052300844,Frozen Foods,88.283,Medium,Tier 3,Supermarket Type3,2157.192,41
,Low Fat,0.023463124,Soft Drinks,190.6846,Medium,Tier 3,Supermarket Type3,9554.23,41
11.65,Low Fat,0.040744057,Fruits and Vegetables,185.924,,Tier 2,Supermarket Type1,4101.328,19
,Regular,0.010864186,Snack Foods,185.3608,Medium,Tier 3,Supermarket Type3,5329.0632,41
18.6,Low Fat,0.012651172,Household,123.1414,Small,Tier 2,Supermarket Type1,2314.9866,22
7.565,Low Fat,0.054863459,Health and Hygiene,58.393,Medium,Tier 3,Supermarket Type2,509.337,17
11.15,Low Fat,0.032229348,Health and Hygiene,163.2526,High,Tier 3,Supermarket Type1,1480.0734,39
20.2,Regular,0.096495426,Meat,175.6028,Small,Tier 2,Supermarket Type1,3364.9532,22
6.135,low fat,0.115500999,Soft Drinks,161.1236,Medium,Tier 3,Supermarket Type2,644.4944,17
8.905,LF,0.143712172,Frozen Foods,60.2878,Medium,Tier 3,Supermarket Type2,1151.1682,17
6.135,Low Fat,0.0,Soft Drinks,114.286,Small,Tier 1,Supermarket Type1,2376.906,29
12.3,Regular,0.058234621,Snack Foods,58.7562,,Tier 2,Supermarket Type1,592.562,24
16.5,Regular,0.160371305,Snack Foods,143.9128,Medium,Tier 3,Supermarket Type2,1581.9408,17
,Low Fat,0.105324246,Breads,125.7046,Medium,Tier 3,Supermarket Type3,3237.1196,41
19.2,Regular,0.0,Canned,153.3314,,Tier 2,Supermarket Type1,3257.7594,19
8.27,Regular,0.127927931,Soft Drinks,184.8924,Small,Tier 1,Supermarket Type1,4442.2176,29
12.35,Regular,0.038560279,Fruits and Vegetables,109.857,Medium,Tier 1,Supermarket Type1,1208.427,27
11.8,Regular,0.076839735,Snack Foods,34.9558,Medium,Tier 1,Supermarket Type1,373.5138,27
20.2,Regular,0.117339056,Baking Goods,195.011,Small,Tier 2,Supermarket Type1,2749.754,22
,Regular,0.106971167,Meat,44.7744,Small,Tier 1,Grocery Store,135.8232,41
17.85,Low Fat,0.110152524,Frozen Foods,150.205,,Tier 3,Grocery Store,149.805,28
5.785,Regular,0.053930934,Fruits and Vegetables,87.3856,Medium,Tier 1,Supermarket Type1,878.856,27
7.59,Regular,0.145631695,Fruits and Vegetables,172.808,Medium,Tier 3,Supermarket Type2,2250.404,17
6.26,Low Fat,0.031470832,Household,110.2228,Medium,Tier 1,Supermarket Type1,1547.3192,27
9.0,Low Fat,0.032203667,Household,100.8016,,Tier 2,Supermarket Type1,1113.2176,19
8.615,Low Fat,0.116722514,Fruits and Vegetables,95.4436,Medium,Tier 3,Supermarket Type2,567.2616,17
16.7,Regular,0.0,Starchy Foods,63.6168,Medium,Tier 1,Supermarket Type1,1342.2528,27
16.0,Low Fat,0.090480206,Dairy,142.4154,,Tier 2,Supermarket Type1,1985.4156,19
11.395,Low Fat,0.009878459,Health and Hygiene,47.6034,Small,Tier 1,Supermarket Type1,1312.2918,29
,Low Fat,0.070556945,Fruits and Vegetables,191.2162,Medium,Tier 3,Supermarket Type3,7504.2318,41
16.0,Low Fat,0.0,Household,210.4902,,Tier 2,Supermarket Type1,3610.6334,24
8.3,Regular,0.05046718,Baking Goods,97.6384,,Tier 3,Grocery Store,197.0768,28
,Low Fat,0.041194986,Fruits and Vegetables,39.1164,Medium,Tier 3,Supermarket Type3,1235.7248,41
,Regular,0.073562475,Dairy,217.6482,Medium,Tier 3,Supermarket Type3,3285.723,41
16.6,Low Fat,0.135620265,Hard Drinks,172.9422,High,Tier 3,Supermarket Type1,2931.5174,39
15.2,Low Fat,0.031860325,Snack Foods,235.1248,,Tier 3,Grocery Store,474.0496,28
6.865,Low Fat,0.013990601,Soft Drinks,127.6652,Small,Tier 2,Supermarket Type1,2841.6344,22
16.85,Low Fat,0.139417654,Snack Foods,147.476,Small,Tier 1,Supermarket Type1,2929.52,29
7.325,Low Fat,0.156307983,Fruits and Vegetables,92.2146,,Tier 3,Grocery Store,91.2146,28
18.2,Low Fat,0.090084098,Fruits and Vegetables,197.211,,Tier 2,Supermarket Type1,3142.576,24
7.39,Low Fat,0.120770963,Others,143.447,Medium,Tier 3,Supermarket Type2,2290.352,17
18.25,Low Fat,0.075311837,Snack Foods,122.6046,Medium,Tier 1,Supermarket Type1,2988.1104,27
17.0,Regular,0.015997687,Snack Foods,229.1352,,Tier 2,Supermarket Type1,4580.704,24
12.35,Regular,0.185704641,Baking Goods,77.1328,High,Tier 3,Supermarket Type1,2239.7512,39
12.1,Low Fat,0.040357315,Fruits and Vegetables,177.8002,Small,Tier 1,Supermarket Type1,1611.9018,29
15.35,Low Fat,0.096790497,Soft Drinks,197.2768,Medium,Tier 3,Supermarket Type2,3941.536,17
16.35,Low Fat,0.034742632,Household,127.402,,Tier 2,Supermarket Type1,759.012,24
19.0,Low Fat,0.026986367,Household,127.1336,Small,Tier 1,Supermarket Type1,2812.3392,29
15.3,Regular,0.084937098,Canned,214.0218,,Tier 2,Supermarket Type1,1068.609,24
20.7,Low Fat,0.048718334,Fruits and Vegetables,38.7506,High,Tier 3,Supermarket Type1,227.7036,39
17.75,Low Fat,0.111301625,Others,107.5912,Small,Tier 1,Supermarket Type1,1528.6768,29
8.895,low fat,0.126287542,Hard Drinks,235.5616,,Tier 3,Grocery Store,468.7232,28
9.895,Regular,0.048738014,Frozen Foods,262.1278,Medium,Tier 1,Supermarket Type1,3904.917,27
13.0,Low Fat,0.03525175,Household,48.0034,Medium,Tier 3,Supermarket Type2,923.4646,17
9.5,Low Fat,0.074648119,Snack Foods,253.3724,Medium,Tier 3,Supermarket Type2,755.0172,17
12.15,Regular,0.042277867,Canned,126.5046,High,Tier 3,Supermarket Type1,373.5138,39
15.5,Regular,0.101335811,Fruits and Vegetables,196.5768,,Tier 2,Supermarket Type1,3350.3056,19
11.6,Regular,0.077321087,Frozen Foods,169.3106,,Tier 2,Supermarket Type1,2224.4378,24
16.5,Regular,0.079837509,Fruits and Vegetables,102.1332,Medium,Tier 1,Supermarket Type1,1743.0644,27
17.75,Low Fat,0.03050705,Others,180.366,Small,Tier 1,Supermarket Type1,2336.958,29
18.25,LF,0.079342006,Frozen Foods,226.0062,Medium,Tier 1,Supermarket Type1,1805.6496,27
8.68,Low Fat,0.008835694,Frozen Foods,96.5384,Small,Tier 1,Supermarket Type1,1182.4608,29
6.78,Regular,0.0,Baking Goods,95.012,Medium,Tier 1,Supermarket Type1,2050.664,27
17.2,Regular,0.012002075,Canned,165.3184,High,Tier 3,Supermarket Type1,990.7104,39
11.8,Regular,0.094185483,Snack Foods,126.2704,,Tier 2,Supermarket Type1,2002.7264,19
,Regular,0.024286378,Fruits and Vegetables,194.711,Medium,Tier 3,Supermarket Type3,5892.33,41
9.6,Low Fat,0.035579135,Snack Foods,244.417,Small,Tier 1,Supermarket Type1,1944.136,29
,Regular,0.15028599,Frozen Foods,51.0692,Small,Tier 1,Grocery Store,147.8076,41
10.1,Low Fat,0.046545786,Hard Drinks,59.9878,High,Tier 3,Supermarket Type1,484.7024,39
20.2,Regular,0.117599259,Baking Goods,195.311,,Tier 2,Supermarket Type1,3338.987,24
,Regular,0.102999154,Fruits and Vegetables,169.9448,Small,Tier 1,Grocery Store,170.4448,41
,Low Fat,0.049754975,Dairy,152.134,Small,Tier 1,Grocery Store,153.134,41
,Low Fat,0.016876708,Fruits and Vegetables,210.0586,Medium,Tier 3,Supermarket Type3,6964.9338,41
14.65,Low Fat,0.120624771,Household,261.7594,,Tier 3,Grocery Store,523.3188,28
19.7,Regular,0.0,Baking Goods,197.911,,Tier 2,Supermarket Type1,1767.699,24
14.6,Low Fat,0.150872868,Soft Drinks,47.5692,,Tier 2,Supermarket Type1,1379.5376,24
6.405,Low Fat,0.136275173,Snack Foods,128.1678,Small,Tier 2,Supermarket Type1,1017.3424,22
,Low Fat,0.32111501,Fruits and Vegetables,100.77,Small,Tier 1,Grocery Store,199.74,41
14.1,Low Fat,0.126292985,Fruits and Vegetables,88.6198,Medium,Tier 3,Supermarket Type2,1133.8574,17
13.85,Low Fat,0.030920531,Soft Drinks,141.0154,Medium,Tier 3,Supermarket Type2,1701.7848,17
,Low Fat,0.0,Seafood,109.4596,Medium,Tier 3,Supermarket Type3,1833.6132,41
9.5,Regular,0.035350045,Fruits and Vegetables,169.7448,,Tier 2,Supermarket Type1,3579.3408,19
,Low Fat,0.078174543,Canned,39.9506,Medium,Tier 3,Supermarket Type3,721.0614,41
14.35,Low Fat,0.080922439,Baking Goods,80.096,Medium,Tier 3,Supermarket Type2,1278.336,17
19.85,reg,0.034942397,Snack Foods,61.9194,,Tier 3,Grocery Store,123.8388,28
15.0,Regular,0.054599767,Canned,59.4904,Medium,Tier 3,Supermarket Type2,644.4944,17
17.25,Low Fat,0.107021498,Frozen Foods,40.5822,Small,Tier 2,Supermarket Type1,785.644,22
,Regular,0.027214272,Canned,159.692,Medium,Tier 3,Supermarket Type3,3515.424,41
,Low Fat,0.07204818,Breakfast,177.937,Medium,Tier 3,Supermarket Type3,6881.043,41
7.035,Low Fat,0.021849398,Frozen Foods,262.091,Small,Tier 1,Supermarket Type1,4207.856,29
7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,Medium,Tier 1,Supermarket Type1,759.012,27
17.6,Regular,0.047330801,Snack Foods,120.8782,Medium,Tier 1,Supermarket Type1,2621.9204,27
,Low Fat,0.080771137,Fruits and Vegetables,146.4734,Medium,Tier 3,Supermarket Type3,4157.2552,41
,Low Fat,0.044122209,Snack Foods,173.8054,Small,Tier 1,Grocery Store,175.1054,41
,Low Fat,0.025702129,Canned,262.6226,Medium,Tier 3,Supermarket Type3,7136.7102,41
7.905,Low Fat,0.06406438,Hard Drinks,229.2694,Small,Tier 1,Supermarket Type1,1826.9552,29
20.7,Low Fat,0.043011277,Dairy,177.2028,Medium,Tier 3,Supermarket Type2,3364.9532,17
19.1,Low Fat,0.096929994,Fruits and Vegetables,233.8958,,Tier 2,Supermarket Type1,2103.2622,24
18.35,Regular,0.094218363,Fruits and Vegetables,83.9882,High,Tier 3,Supermarket Type1,1202.4348,39
,Low Fat,0.018321361,Frozen Foods,255.3698,Medium,Tier 3,Supermarket Type3,4819.7262,41
16.5,Regular,0.133424184,Fruits and Vegetables,102.2332,,Tier 3,Grocery Store,102.5332,28
10.195,Regular,0.012458143,Meat,196.311,Small,Tier 1,Supermarket Type1,589.233,29
,Regular,0.087421738,Frozen Foods,154.463,Medium,Tier 3,Supermarket Type3,2972.797,41
8.1,Low Fat,0.128011859,Fruits and Vegetables,210.9902,Small,Tier 2,Supermarket Type1,6371.706,22
17.6,Low Fat,0.015687045,Household,182.6976,Small,Tier 1,Supermarket Type1,3440.8544,29
11.15,Regular,0.105471384,Baking Goods,105.8648,Medium,Tier 1,Supermarket Type1,1973.4312,27
6.65,Low Fat,0.08816538,Fruits and Vegetables,126.8678,,Tier 2,Supermarket Type1,1780.3492,19
7.64,Regular,0.070704474,Snack Foods,93.412,Small,Tier 1,Supermarket Type1,1491.392,29
8.39,Regular,0.024205661,Frozen Foods,114.0176,Small,Tier 1,Supermarket Type1,2290.352,29
8.02,Low Fat,0.186528819,Snack Foods,151.9998,,Tier 3,Grocery Store,307.5996,28
16.1,Regular,0.04807227,Frozen Foods,126.5362,,Tier 2,Supermarket Type1,1761.7068,19
11.8,Regular,0.014166739,Frozen Foods,178.2344,,Tier 2,Supermarket Type1,2854.9504,19
,Low Fat,0.143592939,Baking Goods,37.3164,Small,Tier 1,Grocery Store,38.6164,41
17.2,Low Fat,0.156298858,Meat,162.1578,Small,Tier 1,Supermarket Type1,1283.6624,29
9.1,Regular,0.136695145,Breads,173.4054,,Tier 3,Grocery Store,875.527,28
,Low Fat,0.018847114,Hard Drinks,148.0392,Small,Tier 1,Grocery Store,447.4176,41
6.135,Low Fat,0.079094835,Soft Drinks,114.386,Medium,Tier 1,Supermarket Type1,1018.674,27
7.825,Regular,0.150015234,Frozen Foods,157.5288,Small,Tier 1,Supermarket Type1,942.7728,29
15.7,Low Fat,0.073816097,Baking Goods,253.4724,,Tier 2,Supermarket Type1,2013.3792,24
17.7,Regular,0.226122963,Starchy Foods,185.7924,,Tier 3,Grocery Store,370.1848,28
10.895,LF,0.021037197,Health and Hygiene,255.9672,Medium,Tier 3,Supermarket Type2,4857.6768,17
19.5,Regular,0.030688557,Canned,85.754,Small,Tier 2,Supermarket Type1,2163.85,22
15.5,Regular,0.025409912,Baking Goods,83.2934,Medium,Tier 1,Supermarket Type1,1883.5482,27
17.25,Low Fat,0.113748685,Household,251.3724,,Tier 2,Supermarket Type1,6795.1548,24
,Regular,0.122830885,Snack Foods,86.9514,Medium,Tier 3,Supermarket Type3,3364.9532,41
7.3,Low Fat,0.086266286,Frozen Foods,147.2076,Medium,Tier 1,Supermarket Type1,1921.4988,27
19.35,Regular,0.065507999,Meat,168.9816,Small,Tier 2,Supermarket Type1,2852.2872,22
7.39,Low Fat,0.093307713,Household,250.9066,,Tier 2,Supermarket Type1,1506.0396,19
,Regular,0.024776026,Baking Goods,172.3422,Medium,Tier 3,Supermarket Type3,7759.899,41
14.0,reg,0.031444357,Canned,53.764,,Tier 2,Supermarket Type1,798.96,19
17.75,Low Fat,0.014609738,Fruits and Vegetables,160.4262,,Tier 2,Supermarket Type1,3182.524,24
,Low Fat,0.024032484,Fruits and Vegetables,124.973,Medium,Tier 3,Supermarket Type3,2463.46,41
12.15,Low Fat,0.006754117,Others,122.173,High,Tier 3,Supermarket Type1,2586.633,39
12.35,Low Fat,0.026735372,Canned,57.4246,,Tier 2,Supermarket Type1,810.9444,24
8.3,Regular,0.038367194,Dairy,87.1198,Medium,Tier 3,Supermarket Type2,959.4178,17
16.7,Regular,0.061122656,Baking Goods,100.0384,Medium,Tier 3,Supermarket Type2,2463.46,17
8.775,Low Fat,0.109911272,Dairy,41.9428,Small,Tier 1,Supermarket Type1,1537.998,29
7.55,Regular,0.030918873,Fruits and Vegetables,123.9072,High,Tier 3,Supermarket Type1,1102.5648,39
13.1,Regular,0.098938169,Frozen Foods,195.7768,Medium,Tier 1,Supermarket Type1,4138.6128,27
10.195,Low Fat,0.112681821,Hard Drinks,113.986,Medium,Tier 3,Supermarket Type2,452.744,17
18.85,Low Fat,0.016104504,Health and Hygiene,130.2626,Small,Tier 2,Supermarket Type1,2360.9268,22
10.895,Regular,0.009613854,Dairy,122.973,High,Tier 3,Supermarket Type1,1231.73,39
9.5,Low Fat,0.0,Hard Drinks,190.9872,,Tier 2,Supermarket Type1,3025.3952,24
9.8,Low Fat,0.047178116,Baking Goods,99.4016,Small,Tier 2,Supermarket Type1,2428.8384,22
10.8,Low Fat,0.042102658,Health and Hygiene,189.7214,,Tier 2,Supermarket Type1,1695.7926,19
9.1,Regular,0.008027701,Frozen Foods,81.1618,High,Tier 3,Supermarket Type1,2255.7304,39
7.21,Regular,0.144924795,Snack Foods,100.8332,,Tier 2,Supermarket Type1,1537.998,24
6.215,Low Fat,0.012198395,Fruits and Vegetables,37.4848,Medium,Tier 3,Supermarket Type2,186.424,17
20.75,LF,0.007551665,Snack Foods,107.1622,Small,Tier 2,Supermarket Type1,1693.7952,22
19.1,Regular,0.025872153,Fruits and Vegetables,145.7418,Small,Tier 1,Supermarket Type1,882.8508,29
19.6,Low Fat,0.023951149,Household,105.6964,Small,Tier 1,Supermarket Type1,1577.946,29
8.63,Regular,0.028320655,Canned,172.5422,Medium,Tier 1,Supermarket Type1,2241.7486,27
14.8,Low Fat,0.032606181,Health and Hygiene,193.5794,,Tier 3,Grocery Store,390.1588,28
12.85,LF,0.0,Starchy Foods,253.004,Medium,Tier 3,Supermarket Type2,3795.06,17
14.0,Low Fat,0.041283361,Starchy Foods,182.4634,Small,Tier 2,Supermarket Type1,5452.902,22
11.5,Low Fat,0.046217345,Snack Foods,120.3124,,Tier 2,Supermarket Type1,474.0496,24
6.71,Regular,0.029727657,Baking Goods,66.6142,,Tier 2,Supermarket Type1,1120.5414,19
,Regular,0.072221801,Canned,43.6454,Small,Tier 1,Grocery Store,125.8362,41
14.5,Regular,0.214681063,Baking Goods,102.7332,,Tier 3,Grocery Store,205.0664,28
5.98,Low Fat,0.075675438,Hard Drinks,53.3614,Medium,Tier 1,Supermarket Type1,331.5684,27
,Low Fat,0.099428487,Household,187.8898,Medium,Tier 3,Supermarket Type3,7296.5022,41
12.6,Low Fat,0.049058014,Breads,62.7194,,Tier 2,Supermarket Type1,866.8716,19
9.195,Regular,0.064143995,Frozen Foods,85.9566,,Tier 2,Supermarket Type1,1691.132,24
12.8,Low Fat,0.076369874,Fruits and Vegetables,97.241,Medium,Tier 3,Supermarket Type2,1448.115,17
,Low Fat,0.040520754,Others,153.934,Small,Tier 1,Grocery Store,153.134,41
20.2,Regular,0.121254236,Snack Foods,94.5752,Small,Tier 1,Supermarket Type1,1821.6288,29
8.895,Low Fat,0.105323859,Dairy,39.1138,,Tier 2,Supermarket Type1,609.207,24
11.65,Regular,0.059063036,Baking Goods,172.0422,,Tier 2,Supermarket Type1,1379.5376,19
,Low Fat,0.078764059,Dairy,241.3854,Small,Tier 1,Grocery Store,483.3708,41
7.935,Low Fat,0.017253305,Dairy,51.435,,Tier 2,Supermarket Type1,499.35,19
,Low Fat,0.053795154,Snack Foods,117.7466,Medium,Tier 3,Supermarket Type3,1414.1592,41
8.06,Low Fat,0.035780177,Breakfast,230.2326,,Tier 3,Grocery Store,693.0978,28
,Regular,0.172629683,Meat,148.4708,Medium,Tier 3,Supermarket Type3,3761.77,41
16.6,Low Fat,0.046161923,Household,176.6344,,Tier 3,Grocery Store,356.8688,28
,Low Fat,0.152632413,Dairy,98.441,Small,Tier 1,Grocery Store,96.541,41
12.35,Low Fat,0.026722744,Canned,59.2246,Medium,Tier 1,Supermarket Type1,984.7182,27
14.5,Low Fat,0.019459164,Others,161.621,High,Tier 3,Supermarket Type1,2120.573,39
13.1,Low Fat,0.075731322,Dairy,167.5158,,Tier 2,Supermarket Type1,1504.0422,24
7.05,Low Fat,0.085138334,Snack Foods,108.6912,,Tier 2,Supermarket Type1,1310.2944,24
,Regular,0.076851759,Breads,111.857,Small,Tier 1,Grocery Store,109.857,41
